Metrekare,Oda_Sayisi,Bina_Yasi,Fiyat,Lokasyon_B,Lokasyon_C
178,5,12,504000,False,True
112,4,13,386000,True,False
158,4,34,390000,True,False
168,3,29,360000,False,False
70,4,9,352000,False,True
62,1,31,150000,False,False
53,4,7,339000,False,True
151,1,13,275000,False,False
108,1,2,254000,False,False
177,2,33,311000,False,True
76,3,7,312000,False,False
118,5,18,432000,True,False
74,1,8,208000,True,False
180,3,12,406000,False,True
146,5,43,410000,False,False
74,4,30,314000,True,False
197,3,9,429000,False,True
175,3,28,369000,False,True
182,3,4,424000,False,True
58,4,39,280000,True,False
165,4,17,431000,True,False
183,3,11,411000,True,False
109,2,2,305000,True,False
170,1,23,274000,False,False
188,4,22,444000,True,False
157,2,26,305000,False,True
157,4,12,433000,False,False
180,3,32,366000,True,False
125,2,9,307000,False,False
79,5,43,343000,False,True
70,1,5,210000,True,False
83,1,26,181000,False,False
90,4,7,376000,True,False
100,1,29,192000,False,False
131,5,33,415000,False,False
107,2,24,259000,False,True
124,2,25,274000,False,True
72,3,31,260000,True,False
177,2,29,319000,True,False
199,4,5,489000,False,False
66,5,38,340000,False,True
118,3,45,278000,False,True
157,4,11,435000,False,False
188,4,32,424000,False,True
143,4,8,427000,False,True
64,1,20,174000,False,False
140,4,34,372000,True,False
82,1,47,138000,True,False
174,2,42,290000,True,False
65,1,8,199000,False,False
115,4,2,411000,True,False
96,5,21,404000,False,False
197,5,15,517000,False,False
173,2,6,361000,False,True
50,4,5,340000,False,True
136,1,3,280000,True,False
177,5,43,441000,False,False
116,3,43,280000,True,False
53,4,16,321000,True,False
96,4,35,326000,False,True
87,3,9,319000,True,False
192,5,35,472000,True,False
70,3,19,282000,False,True
106,2,43,220000,True,False
166,1,46,224000,True,False
95,1,34,177000,False,False
191,5,39,463000,True,False
194,3,10,424000,False,True
88,4,10,368000,False,True
186,4,20,446000,False,False
148,4,1,446000,False,True
126,2,6,314000,False,True
164,2,46,272000,False,True
183,4,2,479000,True,False
140,5,38,414000,False,False
147,2,33,281000,False,False
169,2,3,363000,False,False
95,1,36,173000,False,False
87,1,13,211000,False,True
191,5,35,471000,True,False
149,2,15,319000,False,True
121,2,45,231000,False,True
84,3,22,290000,False,True
196,5,43,460000,False,True
79,5,4,421000,False,False
127,3,17,343000,False,False
133,3,5,373000,True,False
162,1,21,270000,False,True
74,5,24,376000,False,False
137,5,31,425000,True,False
63,3,40,233000,False,True
151,4,30,391000,False,True
199,4,42,415000,False,False
132,1,7,268000,False,True
159,4,49,361000,False,True
180,4,7,466000,False,False
68,4,27,314000,True,False
77,2,24,229000,True,False
120,1,19,232000,False,False
112,3,41,280000,False,False
122,4,34,354000,True,False
173,2,22,329000,True,False
168,4,27,414000,False,False
170,2,6,358000,False,False
68,1,10,198000,False,False
191,4,45,401000,False,True
169,2,31,307000,False,False
110,5,25,410000,False,True
79,5,2,425000,True,False
58,2,10,238000,True,False
113,4,10,393000,False,False
169,4,26,417000,False,False
101,1,5,241000,True,False
138,1,22,244000,True,False
191,3,4,433000,True,False
102,1,34,184000,True,False
127,4,7,413000,False,False
90,3,17,306000,False,True
117,1,11,245000,True,False
57,2,8,241000,True,False
51,5,28,345000,False,True
154,1,44,216000,False,False
174,1,33,258000,False,True
159,2,25,309000,False,False
135,4,21,393000,False,False
169,2,12,345000,False,False
176,1,26,274000,False,False
65,4,29,307000,False,False
111,3,38,285000,True,False
162,1,35,242000,False,False
61,2,37,187000,True,False
84,3,46,242000,False,False
60,5,44,322000,True,False
113,3,45,273000,False,True
99,2,45,209000,False,True
198,3,29,390000,True,False
118,2,49,220000,False,False
97,1,24,199000,True,False
69,4,15,339000,True,False
150,5,6,488000,False,False
186,4,32,422000,False,True
117,4,44,329000,True,False
84,4,34,316000,False,True
114,2,36,242000,False,True
57,2,20,217000,False,True
94,5,12,420000,True,False
136,2,35,266000,True,False
125,2,49,227000,False,False
125,2,38,249000,False,False
96,2,17,262000,True,False
64,1,27,160000,False,False
154,5,17,470000,False,True
196,2,11,374000,False,True
75,5,39,347000,True,False
101,3,2,347000,False,True
142,1,2,288000,True,False
199,2,29,341000,True,False
70,1,45,130000,True,False
100,1,24,202000,False,True
87,3,24,289000,True,False
69,5,16,387000,True,False
181,1,31,269000,False,False
104,4,49,306000,False,True
141,3,43,305000,True,False
77,4,9,359000,False,False
53,3,27,249000,True,False
199,4,41,417000,False,True
125,4,14,397000,False,False
116,1,45,176000,False,False
135,1,25,235000,True,False
140,3,43,304000,True,False
154,5,44,416000,False,True
50,1,22,156000,False,True
121,1,35,201000,True,False
136,2,33,270000,False,False
55,1,27,151000,False,True
194,5,40,464000,False,True
110,2,26,258000,False,False
61,4,19,323000,True,False
55,4,45,265000,False,True
76,2,39,198000,False,False
185,2,45,295000,False,True
173,2,26,321000,False,False
155,3,6,393000,False,True
142,5,3,486000,True,False
158,5,6,496000,False,False
148,4,28,392000,False,True
191,4,3,485000,False,True
84,4,13,358000,False,False
133,1,13,257000,False,False
105,4,13,379000,True,False
190,2,1,388000,False,False
98,4,40,318000,False,True
95,2,37,221000,True,False
162,3,31,350000,False,False
185,1,17,301000,False,True
92,1,9,224000,False,False
197,5,45,457000,False,True
173,3,13,397000,False,True
146,2,37,272000,True,False
139,3,14,361000,True,False
88,1,11,216000,False,False
134,2,25,284000,True,False
111,3,31,299000,False,False
155,1,14,277000,True,False
156,2,7,342000,True,False
103,2,24,255000,False,False
175,1,49,227000,True,False
58,2,36,186000,True,False
137,1,42,203000,True,False
86,4,42,302000,True,False
98,4,47,304000,False,False
90,2,44,202000,False,True
66,2,41,184000,False,False
137,1,3,281000,False,False
70,2,47,176000,False,False
100,5,44,362000,True,False
108,4,26,356000,True,False
90,2,47,196000,False,True
88,2,26,236000,True,False
190,3,1,438000,False,True
60,2,15,230000,False,True
196,5,11,524000,True,False
188,4,37,414000,False,True
126,3,7,362000,False,False
176,1,12,302000,False,False
95,1,38,169000,False,False
94,4,3,388000,False,True
50,1,42,116000,False,True
157,5,26,455000,False,False
68,2,30,208000,True,False
125,4,32,361000,False,False
121,3,36,299000,True,False
158,2,45,268000,True,False
61,1,37,137000,False,True
94,1,18,208000,False,True
139,3,1,387000,True,False
152,5,21,460000,True,False
57,3,28,251000,True,False
140,4,48,344000,False,True
136,3,16,354000,False,False
133,1,48,187000,True,False
131,5,28,425000,False,True
195,5,22,501000,False,False
117,3,19,329000,False,True
176,4,48,380000,False,False
131,1,1,279000,False,True
196,2,31,334000,False,False
133,5,42,399000,True,False
162,3,34,344000,False,True
125,4,46,333000,False,False
171,4,40,391000,False,False
192,1,6,330000,False,False
90,5,28,384000,True,False
51,1,3,195000,False,True
78,2,31,216000,False,False
154,2,16,322000,True,False
100,2,17,266000,True,False
124,4,44,336000,True,False
59,5,27,355000,True,False
191,1,24,293000,True,False
100,1,20,210000,True,False
167,2,32,303000,True,False
170,5,35,450000,False,True
88,5,13,412000,False,True
77,3,48,231000,True,False
52,5,43,316000,False,False
133,5,20,443000,False,False
166,1,48,220000,False,False
51,5,2,397000,True,False
142,5,4,484000,False,False
180,1,27,276000,False,True
193,5,25,493000,False,True
143,1,4,285000,False,True
89,3,32,275000,False,True
51,4,17,317000,True,False
130,1,1,278000,False,True
61,1,33,145000,False,False
114,5,30,404000,False,False
104,1,5,244000,False,True
94,2,12,270000,False,True
150,2,38,274000,False,True
111,3,32,297000,False,False
98,1,38,172000,False,False
176,5,17,492000,False,True
72,5,45,332000,False,False
87,4,40,307000,False,False
77,3,32,263000,True,False
70,5,24,372000,False,True
156,4,12,432000,False,True
195,5,47,451000,True,False
148,4,31,386000,True,False
168,2,19,330000,False,False
122,2,29,264000,True,False
171,5,21,479000,False,True
79,3,26,277000,False,True
157,1,28,251000,False,True
147,3,17,363000,False,False
81,3,9,313000,False,False
128,1,21,236000,False,True
90,2,34,222000,False,True
112,2,11,290000,False,False
72,1,20,182000,False,False
153,4,49,355000,True,False
124,3,47,280000,False,False
97,5,39,369000,False,False
106,2,16,274000,False,True
167,5,29,459000,False,True
149,1,1,297000,False,True
173,5,18,487000,True,False
83,5,22,389000,False,False
56,3,8,290000,True,False
105,1,7,241000,False,False
114,5,25,414000,False,False
96,2,30,236000,False,True
197,1,34,279000,False,False
68,2,44,180000,True,False
195,4,48,399000,False,True
175,5,41,443000,True,False
188,1,11,316000,True,False
98,2,15,268000,False,True
162,5,35,442000,False,False
87,3,23,291000,True,False
113,2,45,223000,False,False
118,2,21,276000,False,True
185,4,28,429000,False,False
165,3,13,389000,False,False
114,4,34,346000,False,True
80,3,38,254000,False,False
181,2,6,369000,True,False
162,4,44,374000,True,False
158,5,4,500000,True,False
118,3,5,358000,False,False
169,2,40,289000,True,False
137,1,6,275000,False,False
116,3,21,324000,False,False
124,3,28,318000,False,False
94,5,3,438000,False,False
53,3,23,257000,False,True
156,3,8,390000,True,False
100,5,19,412000,True,False
99,5,11,427000,False,False
55,4,10,335000,False,True
108,2,28,252000,False,False
174,2,20,334000,True,False
192,4,44,404000,True,False
79,2,28,223000,False,True
171,3,29,363000,False,False
174,4,8,458000,False,True
86,4,19,348000,False,False
173,2,48,277000,False,True
150,1,21,258000,True,False
84,2,18,248000,False,True
136,1,9,268000,True,False
183,4,4,475000,True,False
67,1,41,135000,False,False
162,3,25,362000,False,True
78,5,34,360000,False,True
126,1,9,258000,False,True
108,5,9,440000,False,True
175,3,18,389000,False,False
194,5,11,522000,False,False
158,3,13,382000,False,False
71,5,38,345000,True,False
117,5,9,449000,True,False
118,2,16,286000,True,False
98,1,4,240000,False,False
190,5,34,472000,True,False
158,4,7,444000,False,True
135,2,15,305000,True,False
102,1,38,176000,False,False
172,2,11,350000,False,False
136,1,32,222000,False,False
180,3,27,376000,False,False
91,5,30,381000,False,True
147,4,17,413000,True,False
158,2,36,286000,True,False
100,2,19,262000,False,False
134,2,7,320000,True,False
176,2,43,290000,False,True
70,5,45,330000,False,False
93,1,21,201000,True,False
188,5,28,482000,True,False
152,3,3,396000,True,False
117,5,14,439000,True,False
178,5,2,524000,False,False
141,3,29,333000,False,False
73,5,18,387000,False,True
174,1,37,250000,False,False
190,4,45,400000,True,False
160,3,45,320000,True,False
147,2,24,299000,True,False
188,1,46,246000,False,True
66,4,12,342000,False,False
148,1,45,208000,False,False
131,1,32,217000,False,False
153,2,18,317000,True,False
68,4,13,342000,True,False
134,1,4,276000,True,False
57,2,23,211000,False,True
77,3,10,307000,False,True
54,2,5,244000,True,False
194,5,40,464000,False,True
150,2,14,322000,False,True
167,2,34,299000,False,True
196,2,28,340000,False,False
113,1,8,247000,False,True
140,4,16,408000,True,False
166,2,31,304000,False,False
147,2,7,333000,False,True
60,5,3,404000,True,False
103,5,29,395000,False,True
96,3,36,274000,True,False
189,3,39,361000,True,False
198,5,4,540000,False,True
188,4,9,470000,False,True
54,3,17,270000,False,False
69,4,49,271000,False,True
95,5,20,405000,True,False
61,3,14,283000,False,False
119,2,46,227000,True,False
66,5,29,358000,True,False
164,3,13,388000,False,True
196,4,36,424000,True,False
97,4,45,307000,False,True
157,3,17,373000,True,False
101,4,47,307000,False,False
145,3,43,309000,False,True
119,3,4,361000,False,False
151,4,20,411000,False,True
124,1,11,252000,False,False
192,2,42,308000,False,True
131,5,22,437000,False,False
141,2,45,251000,False,False
53,5,8,387000,False,True
184,5,28,478000,False,True
158,2,45,268000,True,False
97,3,41,265000,True,False
122,4,30,362000,False,True
121,1,33,205000,False,True
165,1,33,249000,False,False
130,1,47,186000,False,False
130,2,36,258000,True,False
162,2,27,308000,True,False
145,3,20,355000,True,False
121,1,33,205000,False,False
196,3,25,396000,False,False
112,1,44,174000,False,False
87,2,43,201000,True,False
116,4,19,378000,False,True
118,4,47,324000,True,False
62,4,21,320000,False,False
80,4,42,296000,True,False
163,5,33,447000,True,False
71,1,3,215000,True,False
142,4,14,414000,True,False
116,5,15,436000,False,False
103,5,33,387000,True,False
187,5,42,453000,False,False
91,3,22,297000,True,False
113,3,1,361000,False,False
175,5,31,463000,False,True
70,4,47,276000,False,False
84,1,35,164000,False,False
79,2,20,239000,False,True
106,3,32,292000,False,True
96,4,12,372000,False,True
68,4,16,336000,False,True
163,2,8,347000,False,True
57,2,14,229000,False,True
75,4,18,339000,True,False
162,2,30,302000,True,False
120,4,33,354000,False,True
79,2,34,211000,False,False
184,2,44,296000,False,False
116,4,49,318000,False,True
114,5,34,396000,True,False
85,4,49,287000,True,False
74,1,7,210000,False,False
86,2,6,274000,False,True
50,3,6,288000,True,False
192,2,22,348000,False,True
86,1,8,220000,False,True
190,3,37,366000,False,False
185,3,15,405000,False,True
182,4,26,430000,False,True
177,5,39,449000,False,False
176,4,3,470000,True,False
50,3,10,280000,False,True
84,3,3,328000,False,False
153,5,30,443000,True,False
72,2,46,180000,False,True
58,5,22,364000,True,False
83,4,3,377000,False,False
177,2,1,375000,False,True
53,4,33,287000,False,False
151,5,19,463000,False,False
124,2,36,252000,False,True
148,5,34,430000,False,False
121,1,31,209000,True,False
52,3,43,216000,False,False
191,2,24,343000,False,True
83,3,12,309000,False,True
94,1,13,218000,True,False
110,2,16,278000,False,True
132,3,16,350000,False,False
172,3,20,382000,False,False
151,2,41,269000,False,True
65,3,48,219000,True,False
115,3,27,311000,True,False
194,2,39,316000,False,True
168,3,13,392000,False,False
173,3,4,415000,False,True
193,4,32,429000,False,True
151,4,45,361000,True,False
115,1,40,185000,False,False
62,4,34,294000,True,False
160,4,39,382000,True,False
83,1,43,147000,False,False
88,3,17,304000,False,False
185,3,24,387000,False,False
169,4,29,411000,False,True
175,1,46,233000,False,False
104,3,28,298000,False,True
76,5,45,336000,True,False
167,2,47,273000,False,False
102,2,22,258000,False,True
88,2,28,232000,False,True
114,4,25,364000,False,True
194,2,41,312000,False,True
62,2,3,256000,True,False
70,5,13,394000,False,False
196,3,31,384000,False,False
102,5,13,426000,False,False
68,4,41,286000,False,False
106,2,18,270000,False,False
74,3,37,250000,False,False
80,2,43,194000,False,True
130,2,34,262000,False,False
72,4,17,338000,False,True
81,2,21,239000,True,False
123,1,36,201000,False,True
59,3,40,229000,True,False
103,3,19,315000,False,False
101,1,12,227000,True,False
197,4,28,441000,True,False
163,2,11,341000,False,True
63,2,48,167000,False,True
159,3,37,335000,True,False
102,4,28,346000,True,False
128,4,35,358000,False,False
71,4,44,283000,False,True
79,2,15,249000,True,False
53,4,16,321000,False,True
108,1,45,168000,False,False
57,5,7,393000,False,False
61,4,47,267000,True,False
168,5,3,512000,False,False
83,2,31,221000,True,False
131,4,12,407000,False,True
147,3,8,381000,False,True
176,2,25,326000,True,False
124,1,44,186000,True,False
154,1,35,234000,True,False
98,5,12,424000,False,True
128,5,21,436000,False,True
142,3,26,340000,False,False
67,3,2,313000,False,False
145,1,14,267000,False,True
87,4,46,295000,False,True
136,1,4,278000,True,False
137,1,17,253000,False,True
99,3,47,255000,False,True
57,5,48,311000,False,False
183,3,5,423000,False,False
118,3,24,320000,True,False
170,3,49,322000,False,False
113,1,7,249000,True,False
188,4,23,442000,False,True
170,1,47,226000,False,True
114,2,17,280000,True,False
156,3,12,382000,False,False
196,3,11,424000,False,False
186,2,11,364000,False,True
149,3,34,331000,False,False
131,3,47,287000,True,False
192,3,37,368000,False,True
100,2,29,242000,False,False
190,1,48,244000,False,True
132,3,36,310000,False,True
161,4,27,407000,False,False
105,2,42,221000,True,False
194,5,22,500000,False,False
109,2,2,305000,False,False
169,1,47,225000,False,False
187,2,36,315000,False,False
72,5,48,326000,False,False
198,4,30,438000,False,False
62,5,7,398000,True,False
150,2,12,326000,False,True
73,5,3,417000,True,False
157,2,17,323000,False,False
60,4,41,278000,True,False
66,4,32,302000,False,True
74,1,8,208000,True,False
143,4,23,397000,False,False
70,3,38,244000,False,True
133,5,30,423000,False,False
189,5,15,509000,False,False
86,2,10,266000,False,True
91,4,38,315000,False,True
194,1,15,314000,False,False
150,1,30,240000,True,False
97,1,46,155000,False,True
152,3,26,350000,True,False
77,4,45,287000,True,False
90,1,14,212000,False,True
148,3,3,392000,True,False
96,5,36,374000,False,True
195,2,26,343000,False,True
154,4,14,426000,False,True
173,4,31,411000,False,True
62,5,14,384000,True,False
190,4,40,410000,True,False
149,4,10,429000,False,True
80,4,9,362000,False,True
179,4,46,387000,False,True
65,3,40,235000,False,True
186,3,43,350000,False,False
122,2,42,238000,True,False
103,4,18,367000,True,False
149,5,36,427000,False,True
158,1,36,236000,False,False
136,2,12,312000,False,False
186,1,40,256000,False,False
57,1,3,201000,False,True
56,4,18,320000,False,False
85,5,7,421000,False,True
67,1,31,155000,False,False
52,1,1,200000,False,True
77,2,31,215000,False,True
119,5,13,443000,True,False
198,5,29,490000,False,True
77,1,3,221000,False,False
103,5,29,395000,True,False
114,2,35,244000,False,False
149,2,15,319000,False,True
70,2,21,228000,True,False
62,4,19,324000,False,True
106,1,28,200000,False,True
98,5,4,440000,False,False
167,2,45,277000,False,False
103,1,13,227000,False,False
187,1,15,307000,True,False
102,4,48,306000,False,False
93,5,39,365000,False,True
96,5,32,382000,True,False
102,2,3,296000,False,False
123,2,30,263000,False,False
95,1,20,205000,False,False
62,5,2,408000,False,True
151,5,25,451000,False,False
73,2,11,251000,False,True
51,3,1,299000,True,False
130,1,48,184000,False,False
149,5,49,401000,False,True
191,4,48,395000,False,False
187,4,10,467000,False,False
180,3,17,396000,True,False
160,2,30,300000,True,False
151,2,35,281000,False,True
66,2,19,228000,False,True
61,4,46,269000,False,True
165,2,34,297000,True,False
73,4,32,309000,False,True
78,3,12,304000,True,False
171,1,43,235000,True,False
139,5,17,455000,False,False
114,3,6,352000,False,False
133,4,13,407000,False,True
168,3,39,340000,True,False
65,5,22,371000,True,False
153,1,11,281000,True,False
141,5,7,477000,False,False
76,4,45,286000,True,False
183,5,45,443000,False,True
184,3,21,392000,False,True
82,2,1,280000,False,False
104,3,30,294000,False,True
56,4,19,318000,True,False
106,1,47,162000,True,False
175,5,46,433000,False,True
61,1,29,153000,False,False
65,4,35,295000,True,False
92,5,20,402000,True,False
166,3,36,344000,False,False
184,3,39,356000,True,False
160,4,1,458000,False,True
100,5,23,404000,False,True
124,3,31,312000,False,False
57,4,35,287000,False,False
94,4,47,300000,False,True
108,1,45,168000,False,False
181,3,22,387000,False,True
153,5,46,411000,False,False
147,3,7,383000,False,True
128,3,33,312000,True,False
173,3,45,333000,True,False
53,4,36,281000,False,True
139,2,44,251000,True,False
153,2,7,339000,False,True
186,1,27,282000,False,False
168,3,2,414000,True,False
182,2,17,348000,True,False
105,1,1,253000,True,False
145,4,46,353000,False,True
124,3,30,314000,True,False
192,5,22,498000,False,False
81,4,28,325000,True,False
77,1,33,161000,False,False
71,4,26,319000,True,False
66,5,35,346000,True,False
108,4,11,386000,False,False
139,1,7,275000,True,False
155,5,28,449000,False,False
75,5,25,375000,False,False
74,4,41,292000,False,False
187,5,31,475000,True,False
94,4,3,388000,True,False
132,3,33,316000,False,False
60,5,34,342000,True,False
153,4,21,411000,False,True
117,3,37,293000,False,False
144,5,49,396000,False,False
114,3,19,326000,False,True
98,5,37,374000,False,True
101,1,21,209000,False,False
151,1,14,273000,False,True
106,4,10,386000,False,False
96,2,7,282000,True,False
75,1,29,167000,False,True
163,2,40,283000,False,False
54,3,8,288000,False,False
133,3,39,305000,False,False
101,2,13,275000,False,True
154,4,46,362000,True,False
103,5,19,415000,True,False
64,2,11,242000,False,True
110,2,2,306000,False,False
171,2,49,273000,False,False
70,2,6,258000,False,False
95,2,29,237000,False,True
183,4,41,401000,False,True
87,1,5,227000,False,False
111,5,41,379000,False,False
135,1,30,225000,False,False
127,2,39,249000,False,True
95,1,36,173000,False,True
190,4,27,436000,True,False
52,3,18,266000,False,False
55,1,49,107000,False,False
142,5,36,420000,True,False
57,4,16,325000,False,False
157,3,5,397000,True,False
124,4,9,406000,False,True
126,2,34,258000,True,False
99,3,34,281000,True,False
60,5,36,338000,False,True
144,3,31,332000,False,False
119,5,20,429000,True,False
65,2,17,231000,True,False
117,5,20,427000,False,False
148,4,28,392000,True,False
97,1,21,205000,False,True
113,4,19,375000,True,False
139,4,3,433000,False,False
125,3,30,315000,False,False
188,2,5,378000,True,False
150,1,42,216000,False,False
138,5,6,476000,False,False
67,3,3,311000,True,False
68,2,49,170000,True,False
104,1,42,170000,False,False
151,4,24,403000,True,False
167,2,44,279000,False,True
183,2,1,381000,True,False
53,2,36,181000,False,False
157,4,15,427000,False,True
164,5,41,432000,False,False
78,3,38,252000,False,False
108,5,44,370000,False,True
174,1,18,288000,True,False
147,3,23,351000,False,False
66,1,47,122000,True,False
156,4,29,398000,True,False
92,5,41,360000,False,True
129,2,22,285000,False,False
57,3,24,259000,False,True
190,2,45,300000,False,True
155,1,48,209000,False,False
57,2,13,231000,False,False
145,2,33,279000,False,True
143,4,22,399000,False,True
114,4,35,344000,False,True
88,5,17,404000,False,False
130,1,22,236000,False,False
133,4,5,423000,False,True
137,4,25,387000,False,False
135,5,6,473000,False,False
142,3,17,358000,False,False
135,5,31,423000,True,False
93,2,17,259000,True,False
186,2,33,320000,False,True
123,4,39,345000,True,False
85,4,48,289000,False,True
150,5,37,426000,False,True
153,5,48,407000,False,False
115,1,4,257000,False,True
104,2,43,218000,False,True
140,5,14,462000,False,True
71,3,13,295000,False,True
150,1,27,246000,False,False
170,5,24,472000,False,False
142,4,27,388000,False,True
157,5,8,491000,True,False
190,4,47,396000,True,False
59,4,39,281000,False,True
58,2,21,216000,False,False
83,2,41,201000,False,True
178,5,11,506000,False,True
138,5,31,426000,False,False
142,3,27,338000,True,False
120,1,42,186000,False,True
116,1,46,174000,False,False
197,5,48,451000,False,False
166,2,27,312000,False,True
143,3,8,377000,False,False
148,1,33,232000,False,True
162,5,12,488000,True,False
152,2,35,282000,False,True
140,2,34,272000,True,False
139,2,16,307000,False,False
66,4,36,294000,False,True
67,2,2,263000,False,False
165,5,12,491000,False,True
142,3,27,338000,False,False
140,5,17,456000,True,False
131,2,20,291000,False,True
117,3,21,325000,False,False
163,1,30,253000,False,True
50,1,42,116000,False,True
107,5,20,417000,True,False
158,3,8,392000,False,False
197,5,18,511000,False,True
165,3,18,379000,False,True
136,3,18,350000,False,True
59,5,2,405000,False,True
108,3,12,334000,False,True
90,2,32,226000,False,False
154,3,42,320000,False,True
182,3,8,416000,False,True
171,5,10,501000,False,True
194,1,11,322000,False,False
71,4,14,343000,False,True
147,3,26,345000,False,True
117,4,47,323000,True,False
188,3,30,378000,True,False
105,5,42,371000,False,True
198,5,4,540000,False,True
148,3,39,320000,True,False
125,5,11,453000,False,False
75,5,24,377000,False,False
164,3,22,370000,True,False
196,1,3,340000,False,True
158,3,37,334000,True,False
96,1,2,242000,False,False
120,5,12,446000,True,False
89,1,21,197000,False,False
182,5,5,522000,False,True
198,1,7,334000,False,True
181,1,4,323000,False,True
72,3,43,236000,False,False
155,1,41,223000,True,False
133,5,36,411000,False,True
192,3,22,398000,False,False
165,1,29,257000,False,True
158,3,9,390000,True,False
185,4,26,433000,False,True
90,3,12,316000,False,False
161,4,48,365000,False,False
196,4,1,494000,False,True
161,3,8,395000,False,True
152,5,33,436000,False,False
95,5,4,437000,False,True
117,5,14,439000,False,True
171,2,29,313000,False,True
64,4,14,336000,True,False
178,3,9,410000,True,False
160,5,9,492000,True,False
73,5,26,371000,False,True
76,3,49,228000,False,False
89,4,47,295000,False,True
73,3,42,239000,False,True
73,2,17,239000,True,False
53,2,41,171000,False,False
116,3,4,358000,True,False
83,4,46,291000,False,False
165,5,3,509000,False,True
72,2,29,214000,False,True
158,2,25,308000,False,True
118,4,21,376000,False,False
144,2,12,320000,True,False
111,2,1,309000,True,False
106,4,1,404000,True,False
103,3,45,263000,False,False
119,5,46,377000,False,False
150,5,48,404000,False,True
106,2,7,292000,True,False
187,5,10,517000,False,False
184,3,15,404000,True,False
152,2,40,272000,True,False
134,5,11,462000,False,False
110,1,46,168000,False,False
52,1,45,112000,False,True
177,1,23,281000,False,True
135,1,13,259000,False,True
96,1,27,192000,True,False
125,2,41,243000,True,False
87,4,17,353000,False,True
190,4,13,464000,True,False
136,2,12,312000,True,False
107,2,29,249000,True,False
99,3,21,307000,True,False
79,4,20,339000,False,False
150,1,20,260000,False,False
74,2,31,212000,False,True
161,1,8,295000,False,True
175,4,24,427000,True,False
172,5,11,500000,True,False
96,5,39,368000,False,False
167,2,33,301000,True,False
88,3,42,254000,True,False
65,1,15,185000,False,True
71,2,4,263000,True,False
103,3,1,351000,False,False
198,1,32,284000,True,False
65,4,11,343000,True,False
108,5,30,398000,True,False
80,3,37,256000,True,False
81,1,19,193000,True,False
58,2,36,186000,False,False
188,1,34,270000,False,True
59,2,7,245000,True,False
66,5,45,326000,False,True
117,5,20,427000,False,True
97,1,12,223000,False,False
160,1,32,246000,False,True
172,2,2,368000,True,False
198,2,22,354000,True,False
150,3,41,318000,True,False
151,3,48,305000,True,False
114,3,40,284000,False,False
100,1,24,202000,False,True
85,3,31,273000,False,False
130,1,4,272000,False,True
176,5,24,478000,False,False
137,4,43,351000,False,False
153,5,17,469000,False,False
64,1,40,134000,True,False
145,1,19,257000,True,False
172,4,40,392000,False,False
50,2,38,174000,False,True
171,2,34,303000,False,True
175,2,47,281000,True,False
106,3,33,290000,False,False
130,2,6,318000,True,False
122,3,36,300000,True,False
190,3,13,414000,True,False
119,2,47,225000,False,False
55,2,9,237000,False,False
133,4,35,363000,True,False
101,4,34,333000,False,False
52,3,16,270000,False,True
130,4,18,394000,False,True
112,3,18,326000,True,False
98,1,38,172000,False,True
125,3,43,289000,True,False
161,3,32,347000,True,False
158,4,7,444000,True,False
114,1,23,218000,False,False
130,5,23,434000,False,False
64,5,46,322000,False,False
149,5,18,463000,False,False
81,1,7,217000,True,False
145,2,42,261000,False,False
177,1,40,247000,False,True
195,4,24,447000,False,True
162,3,14,384000,False,False
132,3,5,372000,False,True
92,4,46,300000,False,True
165,4,22,421000,False,False
127,3,22,333000,True,False
107,2,10,287000,True,False
82,2,26,230000,True,False
63,2,15,233000,False,False
181,4,38,405000,True,False
108,3,41,276000,True,False
132,3,42,298000,False,True
183,3,49,335000,True,False
170,1,1,318000,False,False
132,1,14,254000,True,False
76,5,36,354000,False,True
129,1,31,217000,False,True
183,2,28,327000,False,True
62,2,34,194000,False,True
113,2,35,243000,True,False
196,2,39,318000,False,True
129,5,23,433000,False,True
172,2,46,280000,False,True
92,4,44,304000,True,False
138,4,19,400000,False,False
197,4,18,461000,False,True
144,1,15,264000,False,True
51,3,1,299000,False,True
169,5,25,469000,True,False
71,4,26,319000,True,False
164,4,35,394000,False,True
106,2,15,276000,False,False
121,4,4,413000,False,True
56,2,15,226000,False,False
168,2,42,284000,False,False
163,3,38,337000,True,False
65,1,45,125000,True,False
132,2,39,254000,True,False
121,2,1,319000,False,False
173,3,22,379000,False,False
162,2,11,340000,False,False
61,5,46,319000,True,False
175,1,38,249000,True,False
102,5,37,378000,True,False
124,4,26,372000,False,True
182,1,27,278000,False,False
76,4,13,350000,False,False
189,2,7,375000,False,True
194,3,8,428000,False,False
183,5,46,441000,False,False
146,4,23,400000,False,True
54,2,26,202000,False,False
106,5,44,368000,True,False
127,5,27,423000,False,True
118,4,9,400000,False,False
167,2,46,275000,True,False
169,3,38,343000,False,False
108,4,47,314000,False,True
82,5,13,406000,True,False
111,5,7,447000,False,False
99,1,11,227000,False,True
161,2,10,341000,False,False
68,1,33,152000,False,False
172,3,39,344000,True,False
96,4,3,390000,False,False
82,5,41,350000,False,True
190,2,29,332000,False,True
133,5,37,409000,True,False
184,1,45,244000,True,False
128,1,16,246000,False,False
63,4,16,331000,False,True
196,2,44,308000,True,False
177,2,43,291000,False,False
103,4,49,305000,False,False
197,1,7,333000,False,True
78,1,15,198000,False,True
73,1,38,147000,False,False
